"","epci","commune","numero_d_immatriculation","date_d_immatriculation","date_de_la_derniere_maj","type_de_syndic_benevole_professionnel_non_connu","identification_du_representant_legal_raison_sociale_et_le_numer","raison_sociale_du_representant_legal","siret_du_representant_legal","code_ape","commune_du_representant_legal","mandat_en_cours_dans_la_copropriete","date_de_fin_du_dernier_mandat","nom_d_usage_de_la_copropriete","adresse_de_reference","numero_et_voie_adresse_de_reference","code_postal_adresse_de_reference","commune_adresse_de_reference","adresse_complementaire_1","adresse_complementaire_2","adresse_complementaire_3","nombre_d_adresses_complementaires","long","lat","date_du_reglement_de_copropriete","residence_service","syndicat_cooperatif","syndicat_principal_ou_syndicat_secondaire","si_secondaire_n_d_immatriculation_du_principal","nombre_d_asl_auxquelles_est_rattache_le_syndicat_de_coproprieta","nombre_d_aful_auxquelles_est_rattache_le_syndicat_de_copropriet","nombre_d_unions_de_syndicats_auxquelles_est_rattache_le_syndica","nombre_total_de_lots","nombre_total_de_lots_a_usage_d_habitation_de_bureaux_ou_de_comm","nombre_de_lots_a_usage_d_habitation","nombre_de_lots_de_stationnement","periode_de_construction","reference_cadastrale_1","code_insee_commune_1","prefixe_1","section_1","numero_parcelle_1","reference_cadastrale_2","code_insee_commune_2","prefixe_2","section_2","numero_parcelle_2","reference_cadastrale_3","code_insee_commune_3","prefixe_3","section_3","numero_parcelle_3","nombre_de_parcelles_cadastrales","nom_qp_2015","code_qp_2015","nom_qp_2024","code_qp_2024","copro_dans_acv","copro_dans_pvd","code_de_pdp","copro_dans_pdp","copro_aidee","code_officiel_commune","nom_officiel_commune","code_officiel_arrondissement_commune","nom_officiel_arrondissement_commune","code_officiel_epci","nom_officiel_epci","code_officiel_departement","nom_officiel_departement","code_officiel_region","nom_officiel_region"
"83799",200057875,"93010","AB1208651","2017-09-19","2025-09-06","non connu","non connu","non connu","non connu","non connu","non connu","Pas de mandat en cours","2025-06-30","60 ALLEE THERESE","60 all therese 93140 BONDY","60 all therese",93140,"BONDY","non connu","non connu","non connu",0,2.499331,48.904603,"1963-04-09","non","non","oui","non connu",0,0,0,25,14,11,0,"DE_1961_A_1974","","non connu","non connu","non connu","non connu","","non connu","non connu","non connu","non connu","","non connu","non connu","non connu","non connu",0,"","","","","Non","Non","",0,"Non","93010","BONDY","93010","Bondy",200057875,"T8 -  Est Ensemble","93","Seine-Saint-Denis","11","Ile-de-France"
"85686",200057875,"93010","AB1444934","2017-09-22","2025-08-23","professionnel","CABINET LOUIS PORCHERET 56203584000015","CABINET LOUIS PORCHERET ","56203584000015","6832A","MONTREUIL","Mandat en cours","2026-06-30","SDC 52 A 58 RUE ETIENNE DOLET","58 Rue Etienne Dolet 93140 Bondy","58 Rue Etienne Dolet",93140,"Bondy","non connu","non connu","non connu",0,2.475976,48.89077,"1966-01-14","non","non","oui","non connu",0,0,0,191,63,63,56,"NON_CONNUE","93010000BH0134","93010","000","BH","0134","","non connu","non connu","non connu","non connu","","non connu","non connu","non connu","non connu",1,"","","","","Non","Non","",0,"Non","93010","BONDY","93010","Bondy",200057875,"T8 -  Est Ensemble","93","Seine-Saint-Denis","11","Ile-de-France"
"90564",200057875,"93010","AB2077469","2017-10-04","2025-08-23","non connu","non connu","non connu","non connu","non connu","non connu","Pas de mandat en cours","2024-06-28","L'ERMITAGE","38 rte d'aulnay 93140 Bondy","38 rte d'aulnay",93140,"Bondy","8 all des dahlias 93140 Bondy","6 all des dahlias 93140 Bondy","4 all des dahlias 93140 Bondy",4,2.481516,48.908849,"1976-10-18","non","non","oui","non connu",0,0,0,199,79,79,120,"DE_1975_A_1993","930100000G0009","93010","000","0G","0009","","non connu","non connu","non connu","non connu","","non connu","non connu","non connu","non connu",1,"Abreuvoir - Bondy Nord - Bondy Centre - Pont-De-Bondy - La Sablière - Secteur Sud","QP093014","Abreuvoir - Bondy Nord - Bondy Centre - Pont-De-Bondy - La Sablière - Secteur Sud","QN09314M","Non","Non","",0,"Oui","93010","Bondy","93010","Bondy",200057875,"T8 -  Est Ensemble","93","Seine-Saint-Denis","11","Ile-de-France"
"90615",200057875,"93010","AB2084135","2017-11-02","2025-08-23","professionnel","FONCIA CHADEFAUX LECOQ 59202763500032","FONCIA CHADEFAUX LECOQ ","59202763500032","6831Z","AUBERVILLIERS","Mandat en cours","2026-06-30","41 ESPERANCE","41 av de l'esperance 93140 Bondy","41 av de l'esperance",93140,"Bondy","non connu","non connu","non connu",0,2.496302,48.894188,"1958-04-02","non","non","oui","non connu",0,0,0,28,13,13,2,"DE_1949_A_1960","","non connu","non connu","non connu","non connu","","non connu","non connu","non connu","non connu","","non connu","non connu","non connu","non connu",0,"","","","","Non","Non","",0,"Non","93010","Bondy","93010","Bondy",200057875,"T8 -  Est Ensemble","93","Seine-Saint-Denis","11","Ile-de-France"
"91329",200057875,"93010","AB2175479","2017-10-05","2025-08-23","non connu","non connu","non connu","non connu","non connu","non connu","Pas de mandat en cours","2025-01-04","LE POINT DU JOUR","33 av pasteur 93140 Bondy","33 av pasteur",93140,"Bondy","33/41 AVENUE PASTEUR 93140 BONDY","33/41 AVENUE PASTEUR 93140 BONDY","33/41 AVENUE PASTEUR 93140 BONDY",7,2.486231,48.905287,"1960-07-21","non","non","oui","non connu",0,0,0,147,49,49,36,"DE_1961_A_1974","","non connu","non connu","non connu","non connu","","non connu","non connu","non connu","non connu","","non connu","non connu","non connu","non connu",0,"Abreuvoir - Bondy Nord - Bondy Centre - Pont-De-Bondy - La Sablière - Secteur Sud","QP093014","","","Non","Non","",0,"Non","93010","Bondy","93010","Bondy",200057875,"T8 -  Est Ensemble","93","Seine-Saint-Denis","11","Ile-de-France"
"91445",200057875,"93010","AB2190486","2017-10-05","2025-10-18","professionnel","ATM SARL 34863116900045","ATM SARL ","34863116900045","6832A","BONDY","Mandat en cours","2028-05-26","SDC RESIDENCE MICHELET","109 Rue Baudin 93140 BONDY","109 Rue Baudin",93140,"BONDY","non connu","non connu","non connu",0,2.47366,48.898389,"1960-06-02","non","non","oui","non connu",0,0,0,62,32,32,0,"DE_1949_A_1960","","non connu","non connu","non connu","non connu","","non connu","non connu","non connu","non connu","","non connu","non connu","non connu","non connu",0,"","","","","Non","Non","",0,"Non","93010","BONDY","93010","Bondy",200057875,"T8 -  Est Ensemble","93","Seine-Saint-Denis","11","Ile-de-France"
"92680",200057875,"93010","AB2351013","2017-10-09","2025-11-22","professionnel","BERYL IMMOBILIER 39908255100041","BERYL IMMOBILIER ","39908255100041","6832A","PARIS 11","Mandat en cours","2026-06-30","LE VIRGINIA - RIMBAUD-THOREL","14 r auguste polissard 93140 BONDY","14 r auguste polissard",93140,"BONDY","3 Rue Arthur Rimabaud - 4 Villa Thorel 93140 BONDY","3 Rue Arthur Rimabaud - 4 Villa Thorel 93140 BONDY","non connu",2,2.480323,48.904809,"1993-07-12","non","non","oui","non connu",0,0,0,165,91,91,0,"AVANT_1949","","non connu","non connu","non connu","non connu","","non connu","non connu","non connu","non connu","","non connu","non connu","non connu","non connu",0,"Abreuvoir - Bondy Nord - Bondy Centre - Pont-De-Bondy - La Sablière - Secteur Sud","QP093014","Abreuvoir - Bondy Nord - Bondy Centre - Pont-De-Bondy - La Sablière - Secteur Sud","QN09314M","Non","Non","",0,"Non","93010","BONDY","93010","Bondy",200057875,"T8 -  Est Ensemble","93","Seine-Saint-Denis","11","Ile-de-France"
"93028",200057875,"93010","AB2392850","2017-10-10","2025-10-18","professionnel","ATM SARL 34863116900045","ATM SARL ","34863116900045","6832A","BONDY","Mandat en cours","2026-12-18","SDC 21 RUE JEAN JAURES","21 Rue Jean Jaurés 93140 Bondy","21 Rue Jean Jaurés",93140,"Bondy","non connu","non connu","non connu",0,2.477235,48.901888,"1963-01-01","non","non","oui","",0,0,0,57,24,24,9,"DE_1961_A_1974","","non connu","non connu","non connu","non connu","","non connu","non connu","non connu","non connu","","non connu","non connu","non connu","non connu",0,"","","","","Non","Non","",0,"Non","93010","BONDY","93010","Bondy",200057875,"T8 -  Est Ensemble","93","Seine-Saint-Denis","11","Ile-de-France"
"93033",200057875,"93010","AB2393437","2017-10-10","2025-10-18","professionnel","ATM SARL 34863116900045","ATM SARL ","34863116900045","6832A","BONDY","Mandat en cours","2028-03-19","SDC'RESIDENCE DU PARC' A BONDY","32 Rue Roger Salengro 93140 Bondy","32 Rue Roger Salengro",93140,"Bondy","non connu","non connu","non connu",0,2.4794,48.902267,"1986-01-29","non","non","oui","",0,0,0,82,21,20,41,"DE_1975_A_1993","","non connu","non connu","non connu","non connu","","non connu","non connu","non connu","non connu","","non connu","non connu","non connu","non connu",0,"","","","","Non","Non","",0,"Non","93010","BONDY","93010","Bondy",200057875,"T8 -  Est Ensemble","93","Seine-Saint-Denis","11","Ile-de-France"
"93578",200057875,"93010","AB2457612","2017-10-11","2025-09-06","non connu","non connu","non connu","non connu","non connu","non connu","Pas de mandat en cours","2025-06-30","LE MAINGUY","55 r jules guesde 93140 Bondy","55 r jules guesde",93140,"Bondy","57 r jules guesde 93140 Bondy","non connu","non connu",1,2.479488,48.904097,"1969-02-26","non","non","oui","non connu",0,0,0,215,72,72,75,"DE_1961_A_1974","","non connu","non connu","non connu","non connu","","non connu","non connu","non connu","non connu","","non connu","non connu","non connu","non connu",0,"Abreuvoir - Bondy Nord - Bondy Centre - Pont-De-Bondy - La Sablière - Secteur Sud","QP093014","Abreuvoir - Bondy Nord - Bondy Centre - Pont-De-Bondy - La Sablière - Secteur Sud","QN09314M","Non","Non","",0,"Non","93010","Bondy","93010","Bondy",200057875,"T8 -  Est Ensemble","93","Seine-Saint-Denis","11","Ile-de-France"
"93801",200057875,"93010","AB2484350","2017-10-11","2025-10-11","professionnel","ATM SARL 34863116900045","ATM SARL ","34863116900045","6832A","BONDY","Mandat en cours","2027-02-25","SDC RESIDENCE DES PEUPLIERS","31 Avenue Henri Barbusse 93140 Bondy","31 Avenue Henri Barbusse",93140,"Bondy","non connu","non connu","non connu",0,2.484761,48.901975,"1980-02-01","non","non","oui","",0,0,0,172,55,54,54,"DE_1975_A_1993","93010000OQ0025","93010","000","OQ","0025","","non connu","non connu","non connu","non connu","","non connu","non connu","non connu","non connu",1,"","","","","Non","Non","",0,"Non","93010","BONDY","93010","Bondy",200057875,"T8 -  Est Ensemble","93","Seine-Saint-Denis","11","Ile-de-France"
"93806",200057875,"93010","AB2484848","2017-10-11","2025-10-18","professionnel","ATM SARL 34863116900045","ATM SARL ","34863116900045","6832A","BONDY","Mandat en cours","2026-08-05","SDC RESIDENCE LE FLORIAN","17 Rue Jean Jaurés 93140 Bondy","17 Rue Jean Jaurés",93140,"Bondy","non connu","non connu","non connu",0,2.477419,48.902305,"1979-11-08","non","non","oui","",0,0,0,106,31,31,44,"DE_1975_A_1993","","non connu","non connu","non connu","non connu","","non connu","non connu","non connu","non connu","","non connu","non connu","non connu","non connu",0,"","","","","Non","Non","",0,"Non","93010","BONDY","93010","Bondy",200057875,"T8 -  Est Ensemble","93","Seine-Saint-Denis","11","Ile-de-France"
"93807",200057875,"93010","AB2484921","2017-10-11","2025-10-11","professionnel","ATM SARL 34863116900045","ATM SARL ","34863116900045","6832A","BONDY","Mandat en cours","2026-04-02","RESIDENCE 'BONDY CENTRE'","1 Avenue Carnot 93140 BONDY","1 Avenue Carnot",93140,"BONDY","non connu","non connu","non connu",0,2.482791,48.902595,"1959-05-05","non","non","oui","non connu",0,0,0,87,55,34,0,"DE_1949_A_1960","","non connu","non connu","non connu","non connu","","non connu","non connu","non connu","non connu","","non connu","non connu","non connu","non connu",0,"","","","","Non","Non","",0,"Non","93010","BONDY","93010","Bondy",200057875,"T8 -  Est Ensemble","93","Seine-Saint-Denis","11","Ile-de-France"
"93816",200057875,"93010","AB2486173","2017-10-11","2025-10-18","professionnel","ATM SARL 34863116900045","ATM SARL ","34863116900045","6832A","BONDY","Mandat en cours","2028-03-30","SDC RESIDENCE DES ORMES","20 Rue de la Fraternite 93140 BONDY","20 Rue de la Fraternite",93140,"BONDY","non connu","non connu","non connu",0,2.476639,48.898527,"1962-02-12","non","non","oui","non connu",0,0,0,96,80,80,16,"DE_1961_A_1974","","non connu","non connu","non connu","non connu","","non connu","non connu","non connu","non connu","","non connu","non connu","non connu","non connu",0,"","","","","Non","Non","",0,"Non","93010","BONDY","93010","Bondy",200057875,"T8 -  Est Ensemble","93","Seine-Saint-Denis","11","Ile-de-France"
"93820",200057875,"93010","AB2486900","2017-10-11","2025-12-20","non connu","non connu","non connu","non connu","non connu","non connu","Mandat expiré sans successeur déclaré","2025-12-18","SDC 175 AVENUE HENRI BARBUSSE","175 av henri barbusse 93140 BONDY","175 av henri barbusse",93140,"BONDY","non connu","non connu","non connu",0,2.497783,48.899698,"1960-07-08","non","non","oui","non connu",0,0,0,19,8,6,1,"DE_1949_A_1960","","non connu","non connu","non connu","non connu","","non connu","non connu","non connu","non connu","","non connu","non connu","non connu","non connu",0,"","","","","Non","Non","",0,"Non","93010","BONDY","93010","Bondy",200057875,"T8 -  Est Ensemble","93","Seine-Saint-Denis","11","Ile-de-France"
"94501",200057875,"93010","AB2574028","2017-10-12","2025-08-23","professionnel","ADRICIE GESTION SARL 80004494300010","ADRICIE GESTION SARL ","80004494300010","6832A","VINCENNES","Mandat en cours","2026-12-31","SDC 37/41 RUE JULES GUESDE****","37 r jules guesde 93140 BONDY","37 r jules guesde",93140,"BONDY","non connu","non connu","non connu",0,2.477624,48.90381,"1967-02-24","non","non","oui","non connu",0,0,0,102,41,36,28,"DE_1961_A_1974","","non connu","non connu","non connu","non connu","","non connu","non connu","non connu","non connu","","non connu","non connu","non connu","non connu",0,"Abreuvoir - Bondy Nord - Bondy Centre - Pont-De-Bondy - La Sablière - Secteur Sud","QP093014","Abreuvoir - Bondy Nord - Bondy Centre - Pont-De-Bondy - La Sablière - Secteur Sud","QN09314M","Non","Non","",0,"Non","93010","BONDY","93010","Bondy",200057875,"T8 -  Est Ensemble","93","Seine-Saint-Denis","11","Ile-de-France"
"94503",200057875,"93010","AB2574283","2017-10-12","2025-10-18","professionnel","ATM SARL 34863116900045","ATM SARL ","34863116900045","6832A","BONDY","Mandat en cours","2026-11-18","SDC LES PEUPLIERS","27 Avenue Henri Barbusse 93140 Bondy","27 Avenue Henri Barbusse",93140,"Bondy","non connu","non connu","non connu",0,2.484227,48.902035,"1980-02-01","non","non","oui","",0,0,0,154,46,45,63,"DE_1975_A_1993","","non connu","non connu","non connu","non connu","","non connu","non connu","non connu","non connu","","non connu","non connu","non connu","non connu",0,"","","","","Non","Non","",0,"Oui","93010","BONDY","93010","Bondy",200057875,"T8 -  Est Ensemble","93","Seine-Saint-Denis","11","Ile-de-France"
"94504",200057875,"93010","AB2574515","2017-10-12","2025-12-13","non connu","non connu","non connu","non connu","non connu","non connu","Pas de mandat en cours","2025-10-09","SDC ALLEE DE LA DEVINIERE","2 Allee de la Deviniere 93140 Bondy","2 Allee de la Deviniere",93140,"Bondy","non connu","non connu","non connu",0,2.483878,48.917833,"1965-07-19","non","non","oui","",0,0,0,45,10,10,35,"DE_1961_A_1974","","non connu","non connu","non connu","non connu","","non connu","non connu","non connu","non connu","","non connu","non connu","non connu","non connu",0,"","","","","Non","Non","",0,"Non","93010","BONDY","93010","Bondy",200057875,"T8 -  Est Ensemble","93","Seine-Saint-Denis","11","Ile-de-France"
"94506",200057875,"93010","AB2574853","2017-10-12","2025-10-25","professionnel","ATM SARL 34863116900045","ATM SARL ","34863116900045","6832A","BONDY","Mandat en cours","2027-12-18","SDC ATHINAI","52 av de la republique 93140 BONDY","52 av de la republique",93140,"BONDY","non connu","non connu","non connu",0,2.478958,48.89926,"1983-11-29","non","non","oui","non connu",0,0,0,74,23,18,31,"DE_1975_A_1993","","non connu","non connu","non connu","non connu","","non connu","non connu","non connu","non connu","","non connu","non connu","non connu","non connu",0,"","","","","Non","Non","",0,"Non","93010","BONDY","93010","Bondy",200057875,"T8 -  Est Ensemble","93","Seine-Saint-Denis","11","Ile-de-France"
"94507",200057875,"93010","AB2575017","2017-10-12","2025-10-18","professionnel","ATM SARL 34863116900045","ATM SARL ","34863116900045","6832A","BONDY","Mandat en cours","2028-02-04","SDC LE MYKONOS","33 Rue Jules Guesde 93140 Bondy","33 Rue Jules Guesde",93140,"Bondy","non connu","non connu","non connu",0,2.477256,48.90364,"1978-12-06","non","non","oui","",0,0,0,36,13,9,12,"DE_1975_A_1993","93010000OJ0312","93010","000","OJ","0312","","non connu","non connu","non connu","non connu","","non connu","non connu","non connu","non connu",1,"Abreuvoir - Bondy Nord - Bondy Centre - Pont-De-Bondy - La Sablière - Secteur Sud","QP093014","Abreuvoir - Bondy Nord - Bondy Centre - Pont-De-Bondy - La Sablière - Secteur Sud","QN09314M","Non","Non","",0,"Non","93010","BONDY","93010","Bondy",200057875,"T8 -  Est Ensemble","93","Seine-Saint-Denis","11","Ile-de-France"
"94774",200057875,"93010","AB2608511","2017-10-12","2025-10-18","professionnel","ATM SARL 34863116900045","ATM SARL ","34863116900045","6832A","BONDY","Mandat en cours","2026-12-11","SDC VAILLANT LES COTTAGES","68 Rue Edouard Vaillant 93140 Bondy","68 Rue Edouard Vaillant",93140,"Bondy","non connu","non connu","non connu",0,2.484114,48.895604,"1984-06-13","non","non","oui","",0,0,0,97,97,97,0,"DE_1975_A_1993","","non connu","non connu","non connu","non connu","","non connu","non connu","non connu","non connu","","non connu","non connu","non connu","non connu",0,"","","","","Non","Non","",0,"Non","93010","BONDY","93010","Bondy",200057875,"T8 -  Est Ensemble","93","Seine-Saint-Denis","11","Ile-de-France"
"94778",200057875,"93010","AB2609279","2017-10-12","2025-08-23","professionnel","ATM SARL 34863116900045","ATM SARL ","34863116900045","6832A","BONDY","Mandat en cours","2028-03-10","SDC LE CLOS DES ACACIAS","51 Rue Roger Salengro 93140 Bondy","51 Rue Roger Salengro",93140,"Bondy","non connu","non connu","non connu",0,2.47798,48.898593,"1966-12-07","non","non","oui","",0,0,0,235,76,76,82,"DE_1961_A_1974","93010000AJ0187","93010","000","AJ","0187","","non connu","non connu","non connu","non connu","","non connu","non connu","non connu","non connu",1,"","","","","Non","Non","",0,"Non","93010","BONDY","93010","Bondy",200057875,"T8 -  Est Ensemble","93","Seine-Saint-Denis","11","Ile-de-France"
"95146",200057875,"93010","AB2656528","2017-10-16","2025-12-20","non connu","non connu","non connu","non connu","non connu","non connu","Mandat expiré sans successeur déclaré","2025-12-18","SDC LES CEDRES-SECONDAIRE","16 Rue de Varsovie 93140 Bondy","16 Rue de Varsovie",93140,"Bondy","non connu","non connu","non connu",0,2.475204,48.893451,"1964-12-29","non","non","oui","",0,0,0,171,46,45,43,"DE_1961_A_1974","","non connu","non connu","non connu","non connu","","non connu","non connu","non connu","non connu","","non connu","non connu","non connu","non connu",0,"","","","","Non","Non","",0,"Non","93010","BONDY","93010","Bondy",200057875,"T8 -  Est Ensemble","93","Seine-Saint-Denis","11","Ile-de-France"
"95148",200057875,"93010","AB2656783","2017-10-13","2025-10-18","professionnel","ATM SARL 34863116900045","ATM SARL ","34863116900045","6832A","BONDY","Mandat en cours","2028-05-14","SDC LES CEDRES - PRINCIPAL","16 Rue de Varsovie 93140 Bondy","16 Rue de Varsovie",93140,"Bondy","non connu","non connu","non connu",0,2.475204,48.893451,"1964-12-29","non","non","oui","",0,0,0,171,46,45,43,"DE_1961_A_1974","","non connu","non connu","non connu","non connu","","non connu","non connu","non connu","non connu","","non connu","non connu","non connu","non connu",0,"","","","","Non","Non","",0,"Non","93010","BONDY","93010","Bondy",200057875,"T8 -  Est Ensemble","93","Seine-Saint-Denis","11","Ile-de-France"
"95151",200057875,"93010","AB2657021","2017-10-13","2025-11-29","non connu","non connu","non connu","non connu","non connu","non connu","Mandat expiré sans successeur déclaré","2025-11-23","SDC 94 RUE ROGER SALENGRO","94 Rue Roger Salengro 93140 Bondy","94 Rue Roger Salengro",93140,"Bondy","non connu","non connu","non connu",0,2.477398,48.897921,"1997-01-31","non","non","oui","",0,0,0,35,16,15,0,"DE_1994_A_2000","","non connu","non connu","non connu","non connu","","non connu","non connu","non connu","non connu","","non connu","non connu","non connu","non connu",0,"","","","","Non","Non","",0,"Non","93010","BONDY","93010","Bondy",200057875,"T8 -  Est Ensemble","93","Seine-Saint-Denis","11","Ile-de-France"
"95157",200057875,"93010","AB2658359","2017-10-13","2025-08-23","professionnel","MANDA (EX- HELLO SYNDIC) 82849989700050","MANDA (EX- HELLO SYNDIC) ","82849989700050","6832A","NEUILLY-SUR-SEINE","Mandat en cours","2026-08-12","SDC LE PRESIDENT","41 Avenue de la République 93140 Bondy","41 Avenue de la République",93140,"Bondy","non connu","non connu","non connu",0,2.47989,48.900871,"1970-03-14","non","non","oui","",0,0,0,89,28,26,33,"DE_1961_A_1974","","non connu","non connu","non connu","non connu","","non connu","non connu","non connu","non connu","","non connu","non connu","non connu","non connu",0,"","","","","Non","Non","",0,"Non","93010","BONDY","93010","Bondy",200057875,"T8 -  Est Ensemble","93","Seine-Saint-Denis","11","Ile-de-France"
